t0,tf,angulo,delay_real,delay_ideal,jitter
283370745,283375150,90,4405,4166.666666666667,238.33333333333303
283379933,283384338,90,4405,4166.666666666667,238.33333333333303
283387405,283391811,90,4406,4166.666666666667,239.33333333333303
283396595,283401000,90,4405,4166.666666666667,238.33333333333303
283404062,283408477,90,4415,4166.666666666667,248.33333333333303
283413264,283417670,90,4406,4166.666666666667,239.33333333333303
283420720,283425127,90,4407,4166.666666666667,240.33333333333303
283429909,283434315,90,4406,4166.666666666667,239.33333333333303
283437383,283441819,90,4436,4166.666666666667,269.33333333333303
283446580,283450985,90,4405,4166.666666666667,238.33333333333303
283454040,283458445,90,4405,4166.666666666667,238.33333333333303
283463229,283467635,90,4406,4166.666666666667,239.33333333333303
283470701,283475133,90,4432,4166.666666666667,265.33333333333303
283479891,283484298,90,4407,4166.666666666667,240.33333333333303
283487363,283491794,90,4431,4166.666666666667,264.33333333333303
283496548,283500962,90,4414,4166.666666666667,247.33333333333303
283504017,283508449,90,4432,4166.666666666667,265.33333333333303
283513207,283517612,90,4405,4166.666666666667,238.33333333333303
283520678,283525085,90,4407,4166.666666666667,240.33333333333303
283529874,283534279,90,4405,4166.666666666667,238.33333333333303
283537329,283541734,90,4405,4166.666666666667,238.33333333333303
283546528,283550934,90,4406,4166.666666666667,239.33333333333303
283553995,283558401,90,4406,4166.666666666667,239.33333333333303
283563183,283567589,90,4406,4166.666666666667,239.33333333333303
283570653,283575059,90,4406,4166.666666666667,239.33333333333303
283579848,283584253,90,4405,4166.666666666667,238.33333333333303
283596482,283600887,90,4405,4166.666666666667,238.33333333333303
283603983,283608388,90,4405,4166.666666666667,238.33333333333303
283613151,283617556,90,4405,4166.666666666667,238.33333333333303
283620639,283625046,90,4407,4166.666666666667,240.33333333333303
283629815,283634220,90,4405,4166.666666666667,238.33333333333303
283637300,283641735,90,4435,4166.666666666667,268.33333333333303
283646468,283650874,90,4406,4166.666666666667,239.33333333333303
283653961,283658393,90,4432,4166.666666666667,265.33333333333303
283663126,283667532,90,4406,4166.666666666667,239.33333333333303
283670611,283675016,90,4405,4166.666666666667,238.33333333333303
283679784,283684191,90,4407,4166.666666666667,240.33333333333303
283687272,283691703,90,4431,4166.666666666667,264.33333333333303
283696440,283700846,90,4406,4166.666666666667,239.33333333333303
283703941,283708347,90,4406,4166.666666666667,239.33333333333303
283713094,283717502,90,4408,4166.666666666667,241.33333333333303
283720589,283724995,90,4406,4166.666666666667,239.33333333333303
283729761,283734166,90,4405,4166.666666666667,238.33333333333303
283737252,283741683,90,4431,4166.666666666667,264.33333333333303
283746412,283750818,90,4406,4166.666666666667,239.33333333333303
283753906,283758312,90,4406,4166.666666666667,239.33333333333303
283763078,283767516,90,4438,4166.666666666667,271.33333333333303
